UniqueName, UnlocalizedName, LocalizedName, Metadata
immersiveengineering:wirecoil, item.immersiveengineering.wirecoil.electrum.name, 中压线圈, 1
immersiveengineering:wirecoil, item.immersiveengineering.wirecoil.hv.name, 高压线圈, 2
immersiveengineering:wirecoil, item.immersiveengineering.wirecoil.rope.name, 麻绳线圈, 3
immersiveengineering:wirecoil, item.immersiveengineering.wirecoil.structural.name, 钢线圈, 4
immersiveengineering:wirecoil, item.immersiveengineering.wirecoil.redstone.name, 红石线圈, 5
immersiveengineering:wirecoil, item.immersiveengineering.wirecoil.insulated_copper.name, 绝缘低压线圈, 6
immersiveengineering:wirecoil, item.immersiveengineering.wirecoil.insulated_electrum.name, 绝缘中压线圈, 7
immersiveengineering:seed, item.immersiveengineering.seed.hemp.name, 工业大麻种子, 0
immersiveengineering:drill, item.immersiveengineering.drill.diesel.name, 采矿机械钻, 0
immersiveengineering:drillhead, item.immersiveengineering.drillhead.steel.name, 钢质钻头, 0
immersiveengineering:drillhead, item.immersiveengineering.drillhead.iron.name, 铁质钻头, 1
immersiveengineering:jerrycan, item.immersiveengineering.jerrycan.name, 油罐, 0
immersiveengineering:mold, item.immersiveengineering.mold.plate.name, 金属冲压模具：板材, 0
immersiveengineering:mold, item.immersiveengineering.mold.gear.name, 金属冲压模具：齿轮, 1
immersiveengineering:mold, item.immersiveengineering.mold.rod.name, 金属冲压模具：金属棒, 2
immersiveengineering:mold, item.immersiveengineering.mold.bullet_casing.name, 金属冲压模具：弹壳, 3
immersiveengineering:mold, item.immersiveengineering.mold.wire.name, 金属冲压模具：线缆, 4
immersiveengineering:mold, item.immersiveengineering.mold.packing4.name, 金属冲压模具：2x2压缩包, 5
immersiveengineering:mold, item.immersiveengineering.mold.packing9.name, 金属冲压模具：3x3压缩包, 6
immersiveengineering:mold, item.immersiveengineering.mold.unpacking.name, 金属冲压模具：解压包, 7
immersiveengineering:blueprint, item.immersiveengineering.blueprint.name, 工程师蓝图, 0
immersiveengineering:revolver, item.immersiveengineering.revolver.name, 左轮手枪, 0
immersiveengineering:speedloader, item.immersiveengineering.speedloader.name, 左轮快速装弹器, 0
immersiveengineering:bullet, item.immersiveengineering.bullet.empty_casing.name, 小型空弹壳, 0
immersiveengineering:bullet, item.immersiveengineering.bullet.empty_shell.name, 大型空弹壳, 1
immersiveengineering:bullet, item.immersiveengineering.bullet.bullet.name, 卡苏尔弹, 2
immersiveengineering:bullet, item.immersiveengineering.bullet.bullet.name, 穿甲弹, 2
immersiveengineering:bullet, item.immersiveengineering.bullet.bullet.name, 鹿弹, 2
immersiveengineering:bullet, item.immersiveengineering.bullet.bullet.name, 高爆弹, 2
immersiveengineering:bullet, item.immersiveengineering.bullet.bullet.name, 银弹, 2
immersiveengineering:bullet, item.immersiveengineering.bullet.bullet.name, 龙息弹, 2
immersiveengineering:bullet, item.immersiveengineering.bullet.bullet.name, 药剂弹头, 2
immersiveengineering:bullet, item.immersiveengineering.bullet.bullet.name, 信号弹, 2
immersiveengineering:chemthrower, item.immersiveengineering.chemthrower.name, 化学喷射器, 0
immersiveengineering:railgun, item.immersiveengineering.railgun.name, 磁轨炮, 0
immersiveengineering:skyhook, item.immersiveengineering.skyhook.name, 工程师天钩, 0
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.drill_waterproof.name, 压缩空气罐, 0
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.drill_lube.name, 高级润滑系统, 1
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.drill_damage.name, 附加螺旋钻, 2
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.drill_capacity.name, 大型燃料缸, 3
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.revolver_bayonet.name, 刺刀, 4
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.revolver_magazine.name, 扩充弹夹, 5
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.revolver_electro.name, 加强电子管, 6
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.chemthrower_focus.name, 聚焦喷嘴, 7
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.railgun_scope.name, 瞄准镜, 8
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.railgun_capacitors.name, 附加电容, 9
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.shield_flash.name, 闪光灯, 10
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.shield_shock.name, 震击发生器, 11
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.shield_magnet.name, 磁力手套, 12
immersiveengineering:toolupgrade, item.immersiveengineering.toolupgrade.chemthrower_multitank.name, 化学液体罐, 13
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Rosequartz, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Argo, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Sunstrike, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Locus, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Felix, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Sharkface, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Dragon's Breath, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Hawk, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Eyas, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Magnum, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Fox, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Vault-Tec, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Sponsor, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Mass Fusion, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: StormFlower, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Miló, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Trident, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Chloris, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Crescent Rose, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Qrow, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Lusus Naturae, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Vanguard, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Regal, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Harrowed, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Taken, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: IKELOS, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Angel's Thesis, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Sutherland, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Exia, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Crimson Lotus, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Dominator, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Warbird, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Matrix, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Twili, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Usurper, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Ancient, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Glacis, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Phoenix, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Radiant, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Hollow, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Microshark, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: N7, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Normandy, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: OmniTool, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: The Kindled, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Dark Fire, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: Erruption, 0
immersiveengineering:shader, item.immersiveengineering.shader.name, 皮肤: WAAAGH!, 0
immersiveengineering:shader_bag, item.immersiveengineering.shader_bag.name, Common 皮肤奖励袋, 0
immersiveengineering:shader_bag, item.immersiveengineering.shader_bag.name, Uncommon 皮肤奖励袋, 0
immersiveengineering:shader_bag, item.immersiveengineering.shader_bag.name, Rare 皮肤奖励袋, 0
immersiveengineering:shader_bag, item.immersiveengineering.shader_bag.name, Epic 皮肤奖励袋, 0
immersiveengineering:shader_bag, item.immersiveengineering.shader_bag.name, Masterwork 皮肤奖励袋, 0
immersiveengineering:earmuffs, item.immersiveengineering.earmuffs.name, 隔音耳罩, 0
immersiveengineering:coresample, item.immersiveengineering.coresample.name, 岩芯样本, 0
immersiveengineering:graphite_electrode, item.immersiveengineering.graphite_electrode.name, 石墨电极, 0
immersiveengineering:faraday_suit_feet, item.immersiveengineering.faraday_suit_feet.name, 法拉第靴子, 0
immersiveengineering:faraday_suit_legs, item.immersiveengineering.faraday_suit_legs.name, 法拉第护腿, 0
immersiveengineering:faraday_suit_chest, item.immersiveengineering.faraday_suit_chest.name, 法拉第胸甲, 0
immersiveengineering:faraday_suit_head, item.immersiveengineering.faraday_suit_head.name, 法拉第头盔, 0
immersiveengineering:fluorescent_tube, item.immersiveengineering.fluorescent_tube.name, 荧光管, 0
immersiveengineering:powerpack, item.immersiveengineering.powerpack.name, 电容背包, 0
immersiveengineering:shield, item.immersiveengineering.shield.name, 重型盾牌, 0
immersiveengineering:maintenance_kit, item.immersiveengineering.maintenance_kit.name, 维护工具包, 0
immersiveengineering:steel_armor_feet, item.immersiveengineering.steel_armor_feet.name, Steel Boots, 0
immersiveengineering:steel_armor_legs, item.immersiveengineering.steel_armor_legs.name, Steel Leggings, 0
immersiveengineering:steel_armor_chest, item.immersiveengineering.steel_armor_chest.name, Steel Chestplate, 0
immersiveengineering:steel_armor_head, item.immersiveengineering.steel_armor_head.name, Steel Helmet, 0
immersivepetroleum:metal_device, tile.immersivepetroleum.metal_device.automatic_lubricator.name, 自动润滑器, 0
immersivepetroleum:metal_device, tile.immersivepetroleum.metal_device.gas_generator.name, 便携式发电机, 1
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.asphalt.name, 沥青混凝土, 0
immersivepetroleum:material, item.immersivepetroleum.material.bitumen.name, 沥青, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 焦炉, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 合金窑, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 粗制高炉, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 强化高炉, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 金属冲压机, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 粉碎机, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 储罐, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 筒仓, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 装配机, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 自动化工程师装配台, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 灌装机, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 挤压机, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 发酵机, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 炼油厂, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 柴油发电机, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 电弧炉, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 避雷针, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 混合器, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 desc.immersiveengineering.info.multiblock.IE:Feedthrough, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 精馏塔, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 采油机, 0
immersivepetroleum:schematic, item.immersivepetroleum.schematic.name, 多方块结构投影仪 斗轮式挖掘机, 0
immersivepetroleum:speedboat, item.immersivepetroleum.speedboat.name, 汽艇, 0
immersivepetroleum:upgrades, item.immersivepetroleum.upgrades.reinforced_hull.name, 钢制船体, 0
immersivepetroleum:upgrades, item.immersivepetroleum.upgrades.icebreaker.name, 破冰船首, 1
immersivepetroleum:upgrades, item.immersivepetroleum.upgrades.tank.name, 扩展油箱, 2
immersivepetroleum:upgrades, item.immersivepetroleum.upgrades.rudders.name, 机动船舵, 3
immersivepetroleum:upgrades, item.immersivepetroleum.upgrades.paddles.name, 应急桨, 4
immersivepetroleum:oil_can, item.immersivepetroleum.oil_can.name, 润滑油罐, 0
mekanism:electricbow, item.ElectricBow.name, 电动弓, 0
mekanism:dust, item.ironDust.name, 铁粉, 0
mekanism:dust, item.goldDust.name, 金粉, 1
mekanism:dust, item.osmiumDust.name, 锇粉, 2
mekanism:dust, item.copperDust.name, 铜粉, 3
mekanism:dust, item.tinDust.name, 锡粉, 4
mekanism:dust, item.silverDust.name, 银粉, 5
mekanism:dust, item.leadDust.name, 铅粉, 6
mekanism:ingot, item.obsidianIngot.name, 强化黑曜石锭, 0
mekanism:ingot, item.osmiumIngot.name, 锇锭, 1
mekanism:ingot, item.bronzeIngot.name, 青铜锭, 2
mekanism:ingot, item.glowstoneIngot.name, 荧石锭, 3
mekanism:ingot, item.steelIngot.name, 钢锭, 4
mekanism:ingot, item.copperIngot.name, 铜锭, 5
mekanism:ingot, item.tinIngot.name, 锡锭, 6
mekanism:nugget, item.obsidianNugget.name, 强化黑曜石粒, 0
mekanism:nugget, item.osmiumNugget.name, 锇粒, 1
mekanism:nugget, item.bronzeNugget.name, 青铜块, 2
mekanism:nugget, item.glowstoneNugget.name, 荧石粒, 3
mekanism:nugget, item.steelNugget.name, 钢粒, 4
mekanism:nugget, item.copperNugget.name, 铜粒, 5
mekanism:nugget, item.tinNugget.name, 锡粒, 6
mekanism:energytablet, item.EnergyTablet.name, 能量板, 0
mekanism:speedupgrade, item.SpeedUpgrade.name, 速度升级, 0
mekanism:energyupgrade, item.EnergyUpgrade.name, 能量升级, 0
mekanism:filterupgrade, item.FilterUpgrade.name, 过滤升级, 0
mekanism:mufflingupgrade, item.MufflingUpgrade.name, 降噪升级, 0
mekanism:gasupgrade, item.GasUpgrade.name, 气体升级, 0
mekanism:anchorupgrade, item.AnchorUpgrade.name, 锚升级, 0
mekanism:robit, item.Robit.name, 机器人, 0
mekanism:atomicdisassembler, item.AtomicDisassembler.name, 原子分解机, 0
mekanism:enrichedalloy, item.EnrichedAlloy.name, 富集合金, 0
mekanism:reinforcedalloy, item.ReinforcedAlloy.name, 强化合金, 0
mekanism:atomicalloy, item.AtomicAlloy.name, 原子合金, 0
mekanism:controlcircuit, item.BasicControlCircuit.name, 基础控制电路, 0
mekanism:controlcircuit, item.AdvancedControlCircuit.name, 高级控制电路, 1
mekanism:controlcircuit, item.EliteControlCircuit.name, 精英控制电路, 2
mekanism:controlcircuit, item.UltimateControlCircuit.name, 终极控制电路, 3
mekanism:enrichediron, item.EnrichedIron.name, 富集铁, 0
mekanism:compressedcarbon, item.CompressedCarbon.name, 压缩碳, 0
mekanism:compressedredstone, item.CompressedRedstone.name, 压缩红石, 0
mekanism:compresseddiamond, item.CompressedDiamond.name, 压缩钻石, 0
mekanism:compressedobsidian, item.CompressedObsidian.name, 压缩黑曜石, 0
mekanism:portableteleporter, item.PortableTeleporter.name, 便携传送器, 0
mekanism:teleportationcore, item.TeleportationCore.name, 传送核心, 0
mekanism:clump, item.ironClump.name, 铁碎块, 0
mekanism:clump, item.goldClump.name, 金碎块, 1
mekanism:clump, item.osmiumClump.name, 锇碎块, 2
mekanism:clump, item.copperClump.name, 铜碎块, 3
mekanism:clump, item.tinClump.name, 锡碎块, 4
mekanism:clump, item.silverClump.name, 银碎块, 5
mekanism:clump, item.leadClump.name, 铅碎块, 6
mekanism:dirtydust, item.dirtyIronDust.name, 污浊的铁粉, 0
mekanism:dirtydust, item.dirtyGoldDust.name, 污浊的金粉, 1
mekanism:dirtydust, item.dirtyOsmiumDust.name, 污浊的锇粉, 2
mekanism:dirtydust, item.dirtyCopperDust.name, 污浊的铜粉, 3
mekanism:dirtydust, item.dirtyTinDust.name, 污浊的锡粉, 4
mekanism:dirtydust, item.dirtySilverDust.name, 污浊的银粉, 5
mekanism:dirtydust, item.dirtyLeadDust.name, 污浊的铅粉, 6
mekanism:configurator, item.Configurator.name, 调整器, 0
mekanism:networkreader, item.NetworkReader.name, 网络读取器, 0
mekanism:walkietalkie, item.WalkieTalkie.name, 步话机, 0
mekanism:jetpack, item.Jetpack.name, 喷射背包, 0
mekanism:dictionary, item.Dictionary.name, 辞典, 0
mekanism:gasmask, item.GasMask.name, 潜水面具, 0
mekanism:scubatank, item.ScubaTank.name, 潜水罐, 0
mekanism:balloon, item.Balloon.name, §8黑色 气球, 0
mekanism:balloon, item.Balloon.name, §c红色 气球, 1
mekanism:balloon, item.Balloon.name, §2绿色 气球, 2
mekanism:balloon, item.Balloon.name, §6棕色 气球, 3
mekanism:balloon, item.Balloon.name, §1蓝色 气球, 4
mekanism:balloon, item.Balloon.name, §5紫色 气球, 5
mekanism:balloon, item.Balloon.name, §3青色 气球, 6
mekanism:balloon, item.Balloon.name, §7淡灰色 气球, 7
mekanism:balloon, item.Balloon.name, §8灰色 气球, 8
mekanism:balloon, item.Balloon.name, §d粉色 气球, 9
mekanism:balloon, item.Balloon.name, §a黄绿色 气球, 10
mekanism:balloon, item.Balloon.name, §e黄色 气球, 11
mekanism:balloon, item.Balloon.name, §9淡蓝色 气球, 12
mekanism:balloon, item.Balloon.name, §d品红色 气球, 13
mekanism:balloon, item.Balloon.name, §6橙色 气球, 14
mekanism:balloon, item.Balloon.name, §f白色 气球, 15
mekanism:shard, item.ironShard.name, 铁碎片, 0
mekanism:shard, item.goldShard.name, 金碎片, 1
mekanism:shard, item.osmiumShard.name, 锇碎片, 2
mekanism:shard, item.copperShard.name, 铜碎片, 3
mekanism:shard, item.tinShard.name, 锡碎片, 4
mekanism:shard, item.silverShard.name, 银碎片, 5
mekanism:shard, item.leadShard.name, 铅碎片, 6
mekanism:electrolyticcore, item.ElectrolyticCore.name, 电解核心, 0
mekanism:sawdust, item.Sawdust.name, 锯屑, 0
mekanism:salt, item.Salt.name, 盐, 0
mekanism:crystal, item.ironCrystal.name, 铁晶体, 0
mekanism:crystal, item.goldCrystal.name, 金晶体, 1
mekanism:crystal, item.osmiumCrystal.name, 锇晶体, 2
mekanism:crystal, item.copperCrystal.name, 铜晶体, 3
mekanism:crystal, item.tinCrystal.name, 锡晶体, 4
mekanism:crystal, item.silverCrystal.name, 银晶体, 5
mekanism:crystal, item.leadCrystal.name, 铅晶体, 6
mekanism:freerunners, item.FreeRunners.name, 自由助跑器, 0
mekanism:armoredjetpack, item.ArmoredJetpack.name, 装甲喷气背包, 0
mekanism:configurationcard, item.ConfigurationCard.name, 配置卡, 0
mekanism:craftingformula, item.CraftingFormula.name, 合成配方, 0
mekanism:seismicreader, item.SeismicReader.name, 地震读取器, 0
mekanism:substrate, item.Substrate.name, 基片, 0
mekanism:polyethene, item.HDPEPellet.name, HDPE弹, 0
mekanism:polyethene, item.HDPERod.name, HDPE棒, 1
mekanism:polyethene, item.HDPESheet.name, HDPE纸, 2
mekanism:polyethene, item.PlaStick.name, 塑料棒, 3
mekanism:biofuel, item.BioFuel.name, 生物燃料, 0
mekanism:flamethrower, item.Flamethrower.name, 喷火器, 0
mekanism:gaugedropper, item.GaugeDropper.name, 滴量器, 0
mekanism:tierinstaller, item.basicTierInstaller.name, 基础工厂安装器, 0
mekanism:tierinstaller, item.advancedTierInstaller.name, 高级工厂安装器, 1
mekanism:tierinstaller, item.eliteTierInstaller.name, 精英工厂安装器, 2
mekanism:tierinstaller, item.ultimateTierInstaller.name, 终极工厂安装器, 3
mekanism:otherdust, item.diamondDust.name, 钻石粉, 0
mekanism:otherdust, item.steelDust.name, 钢粉, 1
mekanism:otherdust, item.sulfurDust.name, 硫磺粉, 3
mekanism:otherdust, item.lithiumDust.name, 锂粉, 4
mekanism:otherdust, item.refinedobsidianDust.name, 强化黑曜石粉, 5
mekanism:otherdust, item.obsidianDust.name, 黑曜石粉, 6
mekanism:basicblock, tile.BasicBlock.OsmiumBlock.name, 锇方块, 0
mekanism:basicblock, tile.BasicBlock.BronzeBlock.name, 青铜方块, 1
mekanism:basicblock, tile.BasicBlock.RefinedObsidian.name, 强化黑曜石, 2
mekanism:basicblock, tile.BasicBlock.CharcoalBlock.name, 木炭块, 3
mekanism:basicblock, tile.BasicBlock.RefinedGlowstone.name, 强化荧石, 4
mekanism:basicblock, tile.BasicBlock.SteelBlock.name, 钢方块, 5
mekanism:basicblock, tile.BasicBlock.BinBasic.name, 基础箱柜, 6
mekanism:basicblock, tile.BasicBlock.BinAdvanced.name, 高级箱柜, 6
mekanism:basicblock, tile.BasicBlock.BinElite.name, 精英箱柜, 6
mekanism:basicblock, tile.BasicBlock.BinUltimate.name, 终极箱柜, 6
mekanism:basicblock, tile.BasicBlock.BinCreative.name, 创造箱柜, 6
mekanism:basicblock, tile.BasicBlock.TeleporterFrame.name, 传送框架, 7
mekanism:basicblock, tile.BasicBlock.SteelCasing.name, 钢质机壳, 8
mekanism:basicblock, tile.BasicBlock.DynamicTank.name, 动态储罐, 9
mekanism:basicblock, tile.BasicBlock.StructuralGlass.name, 结构玻璃, 10
mekanism:basicblock, tile.BasicBlock.DynamicValve.name, 动态阀门, 11
mekanism:basicblock, tile.BasicBlock.CopperBlock.name, 铜块, 12
mekanism:basicblock, tile.BasicBlock.TinBlock.name, 锡块, 13
mekanism:basicblock, tile.BasicBlock.ThermalEvaporationController.name, 热力蒸馏控制器, 14
mekanism:basicblock, tile.BasicBlock.ThermalEvaporationValve.name, 热力蒸馏阀门, 15
mekanism:basicblock2, tile.BasicBlock2.ThermalEvaporationBlock.name, 热力蒸馏方块, 0
mekanism:basicblock2, tile.BasicBlock2.InductionCasing.name, 输导套管, 1
mekanism:basicblock2, tile.BasicBlock2.InductionPort.name, 输导端口, 2
mekanism:basicblock2, tile.BasicBlock2.InductionCellBasic.name, 基础输导元件, 3
mekanism:basicblock2, tile.BasicBlock2.InductionCellAdvanced.name, 高级输导元件, 3
mekanism:basicblock2, tile.BasicBlock2.InductionCellElite.name, 精英输导元件, 3
mekanism:basicblock2, tile.BasicBlock2.InductionCellUltimate.name, 终极输导元件, 3
mekanism:basicblock2, tile.BasicBlock2.InductionProviderBasic.name, 基础输导供应器, 4
mekanism:basicblock2, tile.BasicBlock2.InductionProviderAdvanced.name, 高级输导供应器, 4
mekanism:basicblock2, tile.BasicBlock2.InductionProviderElite.name, 精英输导供应器, 4
mekanism:basicblock2, tile.BasicBlock2.InductionProviderUltimate.name, 终极输导供应器, 4
mekanism:basicblock2, tile.BasicBlock2.SuperheatingElement.name, 热导元件, 5
mekanism:basicblock2, tile.BasicBlock2.PressureDisperser.name, 分压元件, 6
mekanism:basicblock2, tile.BasicBlock2.BoilerCasing.name, 锅炉外壳, 7
mekanism:basicblock2, tile.BasicBlock2.BoilerValve.name, 锅炉阀门, 8
mekanism:basicblock2, tile.BasicBlock2.SecurityDesk.name, 机密桌, 9
mekanism:machineblock, tile.MachineBlock.EnrichmentChamber.name, 富集仓, 0
mekanism:machineblock, tile.MachineBlock.OsmiumCompressor.name, 锇压缩机, 1
mekanism:machineblock, tile.MachineBlock.Combiner.name, 融合机, 2
mekanism:machineblock, tile.MachineBlock.Crusher.name, 粉碎机, 3
mekanism:machineblock, tile.MachineBlock.DigitalMiner.name, 数字型采矿机, 4
mekanism:machineblock, tile.MachineBlock.Factory.name, 基础 熔炼 工厂, 5
mekanism:machineblock, tile.MachineBlock.Factory.name, 基础 富集 工厂, 5
mekanism:machineblock, tile.MachineBlock.Factory.name, 基础 粉碎 工厂, 5
mekanism:machineblock, tile.MachineBlock.Factory.name, 基础 压缩 工厂, 5
mekanism:machineblock, tile.MachineBlock.Factory.name, 基础 融合 工厂, 5
mekanism:machineblock, tile.MachineBlock.Factory.name, 基础 提纯 工厂, 5
mekanism:machineblock, tile.MachineBlock.Factory.name, 基础 压射 工厂, 5
mekanism:machineblock, tile.MachineBlock.Factory.name, 基础 灌注 工厂, 5
mekanism:machineblock, tile.MachineBlock.Factory.name, 基础 锯割 工厂, 5
mekanism:machineblock, tile.MachineBlock.Factory.name, 高级 熔炼 工厂, 6
mekanism:machineblock, tile.MachineBlock.Factory.name, 高级 富集 工厂, 6
mekanism:machineblock, tile.MachineBlock.Factory.name, 高级 粉碎 工厂, 6
mekanism:machineblock, tile.MachineBlock.Factory.name, 高级 压缩 工厂, 6
mekanism:machineblock, tile.MachineBlock.Factory.name, 高级 融合 工厂, 6
mekanism:machineblock, tile.MachineBlock.Factory.name, 高级 提纯 工厂, 6
mekanism:machineblock, tile.MachineBlock.Factory.name, 高级 压射 工厂, 6
mekanism:machineblock, tile.MachineBlock.Factory.name, 高级 灌注 工厂, 6
mekanism:machineblock, tile.MachineBlock.Factory.name, 高级 锯割 工厂, 6
mekanism:machineblock, tile.MachineBlock.Factory.name, 精英 熔炼 工厂, 7
mekanism:machineblock, tile.MachineBlock.Factory.name, 精英 富集 工厂, 7
mekanism:machineblock, tile.MachineBlock.Factory.name, 精英 粉碎 工厂, 7
mekanism:machineblock, tile.MachineBlock.Factory.name, 精英 压缩 工厂, 7
mekanism:machineblock, tile.MachineBlock.Factory.name, 精英 融合 工厂, 7
mekanism:machineblock, tile.MachineBlock.Factory.name, 精英 提纯 工厂, 7
mekanism:machineblock, tile.MachineBlock.Factory.name, 精英 压射 工厂, 7
mekanism:machineblock, tile.MachineBlock.Factory.name, 精英 灌注 工厂, 7
mekanism:machineblock, tile.MachineBlock.Factory.name, 精英 锯割 工厂, 7
mekanism:machineblock, tile.MachineBlock.MetallurgicInfuser.name, 冶金灌注机, 8
mekanism:machineblock, tile.MachineBlock.PurificationChamber.name, 净化仓, 9
mekanism:machineblock, tile.MachineBlock.EnergizedSmelter.name, 充能冶炼炉, 10
mekanism:machineblock, tile.MachineBlock.Teleporter.name, 传送机, 11
mekanism:machineblock, tile.MachineBlock.ElectricPump.name, 电动泵, 12
mekanism:machineblock, tile.MachineBlock.PersonalChest.name, 私人箱子, 13
mekanism:machineblock, tile.MachineBlock.Chargepad.name, 充电台, 14
mekanism:machineblock, tile.MachineBlock.LogisticalSorter.name, 物流整理机, 15
mekanism:machineblock2, tile.MachineBlock2.RotaryCondensentrator.name, 回旋式气液转换机, 0
